Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes
2,1,Serious adverse events,Degarelix 240 mg/80 mg,1,SUBGROUP_AND_OVERALL,Axcrona 2012 (CS31),2009,0.0,0.0,0.0,0.0,1,84,0.0,0.0,7,98,0.0,0.0,1.405757,0.166667,0.020928,1.327323,
2,1,Serious adverse events,Degarelix 240 mg/80 mg,1,SUBGROUP_AND_OVERALL,Crawford 2013 (CS37),2009,0.0,0.0,0.0,0.0,6,50,0.0,0.0,18,178,0.0,0.0,7.515633,1.186667,0.497629,2.829777,
2,1,Serious adverse events,Degarelix 240 mg/80 mg,1,SUBGROUP_AND_OVERALL,Klotz 2008 (CS21),2006,0.0,0.0,0.0,0.0,21,207,0.0,0.0,28,201,0.0,0.0,17.845111,0.728261,0.428032,1.239076,
2,1,Serious adverse events,Degarelix 240 mg/80 mg,1,SUBGROUP_AND_OVERALL,Margel 2019 (0102-15-RMC),2019,0.0,0.0,0.0,0.0,1,41,0.0,0.0,8,39,0.0,0.0,1.464745,0.118902,0.015583,0.907241,Major cardiovascular and cerebrovascular events
2,1,Serious adverse events,Degarelix 240 mg/80 mg,1,SUBGROUP_AND_OVERALL,Mason 2013 (CS30),2009,0.0,0.0,0.0,0.0,7,181,0.0,0.0,0,64,0.0,0.0,0.750783,5.357143,0.310294,92.489782,
2,1,Serious adverse events,Degarelix 240 mg/80 mg,1,SUBGROUP_AND_OVERALL,Xie 2016 (PANDA),2016,0.0,0.0,0.0,0.0,12,142,0.0,0.0,18,141,0.0,0.0,11.351469,0.661972,0.331276,1.322784,
2,1,Serious adverse events,Degarelix 240 mg/160 mg,2,SUBGROUP_AND_OVERALL,Klotz 2008 (CS21),2006,0.0,0.0,0.0,0.0,24,202,0.0,0.0,28,201,0.0,0.0,19.14312,0.8529,0.512652,1.41897,
2,1,Serious adverse events,Degarelix 240 mg/480 mg,3,SUBGROUP_AND_OVERALL,Ozono 2018 (3550-CL-0010),2016,0.0,0.0,0.0,0.0,15,117,0.0,0.0,16,117,0.0,0.0,12.475299,0.9375,0.486421,1.806884,
2,1,Serious adverse events,Degarelix 240 mg/480 mg,3,SUBGROUP_AND_OVERALL,Shore 2012 (CS35),2009,0.0,0.0,0.0,0.0,58,565,0.0,0.0,33,283,0.0,0.0,27.427623,0.880343,0.588448,1.317031,
2,2,Quality of life,Degarelix 240 mg/80 mg,1,SUBGROUP_AND_OVERALL,Crawford 2013 (CS37),2009,0.0,0.0,-4.28,11.34,0,41,-1.65,11.15,0,150,0.0,0.0,9.563128,-0.234087,-0.580305,0.11213,Functional Assessment of Cancer Therapy – Prostate (FACT-P)
2,2,Quality of life,Degarelix 240 mg/80 mg,1,SUBGROUP_AND_OVERALL,Klotz 2008 (CS21),2006,0.0,0.0,0.871,0.11,0,935,0.861,0.113,0,914,0.0,0.0,54.400532,0.089655,-0.001558,0.180868,EORTC QLQ-C30 mapped to EORTC-8D
2,2,Quality of life,Degarelix 240 mg/480 mg,2,SUBGROUP_AND_OVERALL,Shore 2012 (CS35),2009,0.0,0.0,0.18,10.9,0,565,-0.87,9.76,0,282,0.0,0.0,36.03634,0.099583,-0.043399,0.242565,Short-Form-36 (SF-36)
2,3,Injection site pain,Degarelix 240 mg/80 mg,1,SUBGROUP_AND_OVERALL,Anderson 2013 (CS28),2009,0.0,0.0,0.0,0.0,6,27,0.0,0.0,0,13,0.0,0.0,5.460628,6.5,0.393694,107.316907,
2,3,Injection site pain,Degarelix 240 mg/80 mg,1,SUBGROUP_AND_OVERALL,Axcrona 2012 (CS31),2009,0.0,0.0,0.0,0.0,12,84,0.0,0.0,0,98,0.0,0.0,5.437419,29.117647,1.749869,484.5147,
2,3,Injection site pain,Degarelix 240 mg/80 mg,1,SUBGROUP_AND_OVERALL,Crawford 2013 (CS37),2009,0.0,0.0,0.0,0.0,29,50,0.0,0.0,19,178,0.0,0.0,21.107746,5.433684,3.342024,8.834445,
2,3,Injection site pain,Degarelix 240 mg/80 mg,1,SUBGROUP_AND_OVERALL,Klotz 2008 (CS21),2006,0.0,0.0,0.0,0.0,58,207,0.0,0.0,1,101,0.0,0.0,8.950574,28.299517,3.976584,201.39465,
2,3,Injection site pain,Degarelix 240 mg/80 mg,1,SUBGROUP_AND_OVERALL,Mason 2013 (CS30),2009,0.0,0.0,0.0,0.0,60,181,0.0,0.0,1,64,0.0,0.0,8.989047,21.21547,3.001659,149.949146,
2,3,Injection site pain,Degarelix 240 mg/80 mg,1,SUBGROUP_AND_OVERALL,Xie 2016 (PANDA),2016,0.0,0.0,0.0,0.0,35,142,0.0,0.0,1,141,0.0,0.0,8.885705,34.753521,4.826973,250.220407,
2,3,Injection site pain,Degarelix 240 mg/160 mg,2,SUBGROUP_AND_OVERALL,Klotz 2008 (CS21),2006,0.0,0.0,0.0,0.0,61,202,0.0,0.0,0,100,0.0,0.0,5.554524,61.197044,3.824005,979.360109,Degarelix 240 mg induction dose/160 mg maintenance dose every 4 weeks s.c.
2,3,Injection site pain,Degarelix 240 mg/480 mg,3,SUBGROUP_AND_OVERALL,Ozono 2018 (3550-CL-0010),2016,0.0,0.0,0.0,0.0,88,117,0.0,0.0,7,117,0.0,0.0,19.030308,12.571429,6.083862,25.977056,Degarelix 240 mg induction dose/480 mg maintenance dose every 3 months s.c.
2,3,Injection site pain,Degarelix 240 mg/480 mg,3,SUBGROUP_AND_OVERALL,Shore 2012 (CS35),2009,0.0,0.0,0.0,0.0,173,565,0.0,0.0,4,283,0.0,0.0,16.584049,21.663274,8.123022,57.773754,Degarelix 240 mg induction dose/480 mg maintenance dose every 3 months s.c.
