Analysis group,Analysis number,Analysis name,Subgroup,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes
1,13,"Sexual quality of life (subgroup: metabolic syndrome (MS), AMS total)",MS: not reported,SUBGROUP_AND_OVERALL,Morales 2009,2009,0.0,0.0,34.3,13.3,0,24,37.7,10.7,0,28,0.0,0.0,13.479463,-3.4,-10.034802,3.234802,
1,14,"Sexual quality of life (subgroup: metabolic syndrome (MS), IIEF - overall satisfaction)",MS: not reported,SUBGROUP_AND_OVERALL,Brock 2016,2016,0.0,0.0,1.2,0.13,0,303,0.4,0.13,0,297,0.0,0.0,25.518589,0.8,0.779195,0.820805,
1,14,"Sexual quality of life (subgroup: metabolic syndrome (MS), IIEF - overall satisfaction)",MS: not reported,SUBGROUP_AND_OVERALL,Chiang 2007,2007,0.0,0.0,1.3,1.9,0,15,0.3,2.8,0,15,0.0,0.0,23.998184,1.0,-0.7124,2.7124,
1,14,"Sexual quality of life (subgroup: metabolic syndrome (MS), IIEF - overall satisfaction)",MS: participants with MS,SUBGROUP_AND_OVERALL,Hackett 2017,2017,0.0,0.0,5.35,2.81,0,91,5.28,3.06,0,95,0.0,0.0,25.132174,0.07,-0.773774,0.913774,
1,14,"Sexual quality of life (subgroup: metabolic syndrome (MS), IIEF - overall satisfaction)",MS: participants without MS,SUBGROUP_AND_OVERALL,Reiter 1999,1999,0.0,0.0,8.96,0.72,0,17,2.08,0.8,0,13,0.0,0.0,25.351053,6.88,6.326592,7.433408,
1,15,Cardiovascular mortality (subgroup: metabolic syndrome (MS)),MS: participants with MS,SUBGROUP_AND_OVERALL,Giltay 2010,2010,0.0,0.0,0.0,0.0,0,113,0.0,0.0,1,71,0.0,0.0,18.37292,0.210526,0.008694,5.097933,
1,15,Cardiovascular mortality (subgroup: metabolic syndrome (MS)),MS: participants with MS,SUBGROUP_AND_OVERALL,Groti 2018,2020,0.0,0.0,0.0,0.0,0,28,0.0,0.0,0,27,0.0,0.0,,,,,
1,15,Cardiovascular mortality (subgroup: metabolic syndrome (MS)),MS: participants with MS,SUBGROUP_AND_OVERALL,Hackett 2017,2017,0.0,0.0,0.0,0.0,0,97,0.0,0.0,0,102,0.0,0.0,,,,,
1,15,Cardiovascular mortality (subgroup: metabolic syndrome (MS)),MS: not reported,SUBGROUP_AND_OVERALL,Behre 2012,2012,0.0,0.0,0.0,0.0,1,183,0.0,0.0,0,179,0.0,0.0,18.292179,2.934783,0.120347,71.567345,
1,15,Cardiovascular mortality (subgroup: metabolic syndrome (MS)),MS: not reported,SUBGROUP_AND_OVERALL,Brock 2016,2016,0.0,0.0,0.0,0.0,0,358,0.0,0.0,0,357,0.0,0.0,,,,,
1,15,Cardiovascular mortality (subgroup: metabolic syndrome (MS)),MS: not reported,SUBGROUP_AND_OVERALL,Ho 2012,2012,0.0,0.0,0.0,0.0,1,60,0.0,0.0,1,60,0.0,0.0,24.700733,1.0,0.064017,15.620938,
1,15,Cardiovascular mortality (subgroup: metabolic syndrome (MS)),MS: not reported,SUBGROUP_AND_OVERALL,Legros 2009,2009,0.0,0.0,0.0,0.0,2,237,0.0,0.0,0,79,0.0,0.0,20.382722,1.680672,0.081546,34.638767,
1,15,Cardiovascular mortality (subgroup: metabolic syndrome (MS)),MS: not reported,SUBGROUP_AND_OVERALL,Maggi 2016,2016,0.0,0.0,0.0,0.0,0,354,0.0,0.0,0,356,0.0,0.0,,,,,
1,15,Cardiovascular mortality (subgroup: metabolic syndrome (MS)),MS: not reported,SUBGROUP_AND_OVERALL,Paduch 2015,2015,0.0,0.0,0.0,0.0,0,36,0.0,0.0,0,40,0.0,0.0,,,,,
1,15,Cardiovascular mortality (subgroup: metabolic syndrome (MS)),MS: not reported,SUBGROUP_AND_OVERALL,Snyder 2016,2016,0.0,0.0,0.0,0.0,0,394,0.0,0.0,1,394,0.0,0.0,18.251445,0.333333,0.01362,8.157645,
1,16,Erectile function (conversion to IIEF-EF; sensitivity analysis),,SUBGROUP_AND_OVERALL,Brock 2016,2016,0.0,0.0,3.4,8.1812,0,303,0.7,8.0998,0,297,0.0,0.0,29.232948,2.7,1.397256,4.002744,
1,16,Erectile function (conversion to IIEF-EF; sensitivity analysis),,SUBGROUP_AND_OVERALL,Giltay 2010,2010,0.0,0.0,17.67,8.38,0,105,14.77,8.38,0,65,0.0,0.0,7.383462,2.9,0.307819,5.492181,
1,16,Erectile function (conversion to IIEF-EF; sensitivity analysis),,SUBGROUP_AND_OVERALL,Hackett 2017,2017,0.0,0.0,13.99,10.89,0,91,10.52,10.43,0,95,0.0,0.0,5.275058,3.47,0.403227,6.536773,
1,16,Erectile function (conversion to IIEF-EF; sensitivity analysis),,SUBGROUP_AND_OVERALL,Maggi 2016,2016,0.0,0.0,16.4,9.6,0,273,14.2,9.3,0,265,0.0,0.0,19.451478,2.2,0.602948,3.797052,
1,16,Erectile function (conversion to IIEF-EF; sensitivity analysis),,SUBGROUP_AND_OVERALL,Morales 2009,2009,0.0,0.0,11.1,7.7,0,24,11.3,9.1,0,28,0.0,0.0,2.379366,-0.2,-4.766302,4.366302,
1,16,Erectile function (conversion to IIEF-EF; sensitivity analysis),,SUBGROUP_AND_OVERALL,Snyder 2016,2016,0.0,0.0,3.1,6.9,0,234,1.0,6.0,0,236,0.0,0.0,36.277688,2.1,0.930567,3.269433,
1,17,Sexual quality of life (AMS total; sensitivity analysis),,SUBGROUP_AND_OVERALL,Behre 2012,2012,0.0,0.0,37.0,10.8222,0,183,39.9,9.3654,0,179,0.0,0.0,39.922135,-2.9,-4.983474,-0.816526,
1,17,Sexual quality of life (AMS total; sensitivity analysis),,SUBGROUP_AND_OVERALL,Hackett 2017,2017,0.0,0.0,37.14,12.13,0,91,37.31,11.12,0,95,0.0,0.0,15.45724,-0.17,-3.518336,3.178336,
1,17,Sexual quality of life (AMS total; sensitivity analysis),,SUBGROUP_AND_OVERALL,Ho 2012,2012,0.0,0.0,32.61,9.67,0,56,33.59,10.69,0,58,0.0,0.0,12.393185,-0.98,-4.719414,2.759414,
1,17,Sexual quality of life (AMS total; sensitivity analysis),,SUBGROUP_AND_OVERALL,Legros 2009,2009,0.0,0.0,32.51,9.78,0,237,35.6,9.7,0,79,0.0,0.0,28.290725,-3.09,-5.564987,-0.615013,
1,17,Sexual quality of life (AMS total; sensitivity analysis),,SUBGROUP_AND_OVERALL,Morales 2009,2009,0.0,0.0,34.3,13.3,0,24,37.7,10.7,0,28,0.0,0.0,3.936715,-3.4,-10.034802,3.234802,
1,18,Sexual quality of life (IIEF-overall satisfaction; sensitivity analysis),,SUBGROUP_AND_OVERALL,Brock 2016,2016,0.0,0.0,1.2,0.13,0,303,0.4,0.13,0,297,0.0,0.0,67.37867,0.8,0.779195,0.820805,
1,18,Sexual quality of life (IIEF-overall satisfaction; sensitivity analysis),,SUBGROUP_AND_OVERALL,Hackett 2017,2017,0.0,0.0,5.35,2.81,0,91,5.28,3.06,0,95,0.0,0.0,32.62133,0.07,-0.773774,0.913774,
1,19,Treatment withdrawal due to adverse events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Aversa 2010a,2010,0.0,0.0,0.0,0.0,1,42,0.0,0.0,1,10,0.0,0.0,1.987478,0.238095,0.016249,3.488802,
1,19,Treatment withdrawal due to adverse events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Behre 2012,2012,0.0,0.0,0.0,0.0,10,183,0.0,0.0,12,179,0.0,0.0,21.644057,0.815118,0.361338,1.838773,
1,19,Treatment withdrawal due to adverse events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Brock 2016,2016,0.0,0.0,0.0,0.0,8,358,0.0,0.0,11,357,0.0,0.0,17.730038,0.725241,0.295203,1.781739,
1,19,Treatment withdrawal due to adverse events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Giltay 2010,2010,0.0,0.0,0.0,0.0,0,113,0.0,0.0,1,71,0.0,0.0,1.410317,0.210526,0.008694,5.097933,
1,19,Treatment withdrawal due to adverse events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Groti 2018,2020,0.0,0.0,0.0,0.0,0,28,0.0,0.0,0,27,0.0,0.0,,,,,
1,19,Treatment withdrawal due to adverse events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Hackett 2017,2017,0.0,0.0,0.0,0.0,1,97,0.0,0.0,3,102,0.0,0.0,2.839499,0.350515,0.037091,3.312444,
1,19,Treatment withdrawal due to adverse events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Ho 2012,2012,0.0,0.0,0.0,0.0,1,60,0.0,0.0,1,60,0.0,0.0,1.896044,1.0,0.064017,15.620938,
1,19,Treatment withdrawal due to adverse events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Kunelius 2002,2002,0.0,0.0,0.0,0.0,1,60,0.0,0.0,0,60,0.0,0.0,1.415739,3.0,0.124648,72.203127,
1,19,Treatment withdrawal due to adverse events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Legros 2009,2009,0.0,0.0,0.0,0.0,29,237,0.0,0.0,10,79,0.0,0.0,31.706843,0.966667,0.493593,1.893147,
1,19,Treatment withdrawal due to adverse events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Maggi 2016,2016,0.0,0.0,0.0,0.0,7,354,0.0,0.0,11,356,0.0,0.0,16.345277,0.639959,0.250952,1.631974,
1,19,Treatment withdrawal due to adverse events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Morales 2009,2009,0.0,0.0,0.0,0.0,2,28,0.0,0.0,0,29,0.0,0.0,1.598882,5.172414,0.259288,103.182204,
1,19,Treatment withdrawal due to adverse events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Paduch 2015,2015,0.0,0.0,0.0,0.0,1,36,0.0,0.0,0,40,0.0,0.0,1.425825,3.324324,0.139689,79.112257,
1,20,Prostate-related events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Behre 2012,2012,0.0,0.0,0.0,0.0,2,183,0.0,0.0,4,179,0.0,0.0,6.292246,0.489071,0.090711,2.636835,
1,20,Prostate-related events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Brock 2016,2016,0.0,0.0,0.0,0.0,6,358,0.0,0.0,3,357,0.0,0.0,9.404522,1.994413,0.502691,7.912776,
1,20,Prostate-related events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Groti 2018,2020,0.0,0.0,0.0,0.0,0,28,0.0,0.0,0,27,0.0,0.0,,,,,
1,20,Prostate-related events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Hackett 2017,2017,0.0,0.0,0.0,0.0,14,97,0.0,0.0,11,102,0.0,0.0,32.692324,1.338332,0.639077,2.802686,
1,20,Prostate-related events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Ho 2012,2012,0.0,0.0,0.0,0.0,0,56,0.0,0.0,0,58,0.0,0.0,,,,,
1,20,Prostate-related events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Kunelius 2002,2002,0.0,0.0,0.0,0.0,1,54,0.0,0.0,0,60,0.0,0.0,1.766522,3.327273,0.138396,79.993386,
1,20,Prostate-related events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Legros 2009,2009,0.0,0.0,0.0,0.0,12,237,0.0,0.0,4,79,0.0,0.0,14.692888,1.0,0.332018,3.011884,
1,20,Prostate-related events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Maggi 2016,2016,0.0,0.0,0.0,0.0,5,354,0.0,0.0,2,356,0.0,0.0,6.696248,2.514124,0.491012,12.873048,
1,20,Prostate-related events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Paduch 2015,2015,0.0,0.0,0.0,0.0,0,31,0.0,0.0,0,35,0.0,0.0,,,,,
1,20,Prostate-related events (sensitivity analysis),,SUBGROUP_AND_OVERALL,Snyder 2016,2016,0.0,0.0,0.0,0.0,23,394,0.0,0.0,8,394,0.0,0.0,28.45525,2.875,1.301836,6.349204,
1,21,Lower urinary tract symptoms (sensitivity analysis),,SUBGROUP_AND_OVERALL,Behre 2012,2012,0.0,0.0,6.4,5.6,0,166,8.7,7.2,0,155,0.0,0.0,19.129535,-2.3,-3.717919,-0.882081,
1,21,Lower urinary tract symptoms (sensitivity analysis),,SUBGROUP_AND_OVERALL,Brock 2016,2016,0.0,0.0,-0.7,0.27,0,324,-0.7,0.28,0,320,0.0,0.0,30.502875,0.0,-0.042491,0.042491,
1,21,Lower urinary tract symptoms (sensitivity analysis),,SUBGROUP_AND_OVERALL,Ho 2012,2012,0.0,0.0,7.8,6.4,0,56,9.5,8.2,0,58,0.0,0.0,9.685699,-1.7,-4.395032,0.995032,
1,21,Lower urinary tract symptoms (sensitivity analysis),,SUBGROUP_AND_OVERALL,Kunelius 2002,2002,0.0,0.0,8.0,5.3,0,54,6.9,5.4,0,60,0.0,0.0,14.2303,1.1,-0.866016,3.066016,
1,21,Lower urinary tract symptoms (sensitivity analysis),,SUBGROUP_AND_OVERALL,Legros 2009,2009,0.0,0.0,5.78,4.7,0,170,6.23,5.6,0,59,0.0,0.0,17.414642,-0.45,-2.04405,1.14405,
1,21,Lower urinary tract symptoms (sensitivity analysis),,SUBGROUP_AND_OVERALL,Paduch 2015,2015,0.0,0.0,7.4,6.0,0,31,5.7,5.7,0,35,0.0,0.0,9.03695,1.7,-1.1332,4.5332,
2,1,Erectile function (IIEF-EF),,SUBGROUP_AND_OVERALL,Allan 2008,2008,0.0,0.0,14.7,10.8,0,17,10.5,9.0,0,25,0.0,0.0,100.0,4.2,-2.029226,10.429226,
2,2,Treatment withdrawal due to adverse events,,SUBGROUP_AND_OVERALL,Allan 2008,2008,0.0,0.0,0.0,0.0,13,31,0.0,0.0,12,31,0.0,0.0,92.68641,1.083333,0.590723,1.986736,
2,2,Treatment withdrawal due to adverse events,,SUBGROUP_AND_OVERALL,Aversa 2010b,2010,0.0,0.0,0.0,0.0,3,50,0.0,0.0,1,10,0.0,0.0,7.31359,0.6,0.069269,5.197108,
3,1,Erectile function (IIEF-5),,SUBGROUP_AND_OVERALL,Aliaev 2010,2010,0.0,0.0,15.07,3.73,0,30,18.47,4.69,0,34,0.0,0.0,100.0,-3.4,-5.465608,-1.334392,
3,2,Sexual quality of life (AMS total),,SUBGROUP_AND_OVERALL,Aliaev 2010,2010,0.0,0.0,32.47,5.85,0,30,36.29,6.52,0,34,0.0,0.0,100.0,-3.82,-6.8507,-0.7893,
3,3,Prostate-related events,,SUBGROUP_AND_OVERALL,Aliaev 2010,2010,0.0,0.0,0.0,0.0,0,30,0.0,0.0,0,34,0.0,0.0,,,,,
4,1,Erectile function,IIEF-5,SUBGROUP_AND_OVERALL,Aliaev 2010,2010,0.0,0.0,19.59,4.87,0,32,18.47,4.69,0,34,0.0,0.0,51.313266,1.12,-1.189181,3.429181,
4,1,Erectile function,IIEF-5,SUBGROUP_AND_OVERALL,Zhong 2013,2013,0.0,0.0,18.0,4.0,0,42,14.0,7.0,0,40,0.0,0.0,48.686734,4.0,1.516213,6.483787,
4,1,Erectile function,IIEF-EF,SUBGROUP_AND_OVERALL,Buvat 2011,2011,0.0,0.0,6.6,6.7,0,83,4.1,6.8,0,84,0.0,0.0,70.664075,2.5,0.452499,4.547501,
4,1,Erectile function,IIEF-EF,SUBGROUP_AND_OVERALL,Spitzer 2012,2012,0.0,0.0,22.06,8.4431,0,58,19.99,8.9321,0,57,0.0,0.0,29.335925,2.07,-1.107778,5.247778,
4,2,Erectile function (conversion to IIEF-EF),,SUBGROUP_AND_OVERALL,Aliaev 2010,2010,0.0,0.0,22.15,7.06,0,32,20.53,6.8,0,34,0.0,0.0,18.989891,1.62,-1.727818,4.967818,
4,2,Erectile function (conversion to IIEF-EF),,SUBGROUP_AND_OVERALL,Buvat 2011,2011,0.0,0.0,6.6,6.7,0,83,4.1,6.8,0,84,0.0,0.0,43.527602,2.5,0.452499,4.547501,
4,2,Erectile function (conversion to IIEF-EF),,SUBGROUP_AND_OVERALL,Spitzer 2012,2012,0.0,0.0,22.06,8.4431,0,58,19.99,8.9321,0,57,0.0,0.0,20.848795,2.07,-1.107778,5.247778,
4,2,Erectile function (conversion to IIEF-EF),,SUBGROUP_AND_OVERALL,Zhong 2013,2013,0.0,0.0,19.85,5.8,0,42,14.05,10.15,0,40,0.0,0.0,16.633712,5.8,2.198508,9.401492,
4,3,Sexual quality of life (IIEF - overall satisfaction),,SUBGROUP_AND_OVERALL,Buvat 2011,2011,0.0,0.0,1.7,2.7,0,83,0.8,2.6,0,84,0.0,0.0,50.674243,0.9,0.095919,1.704081,
4,3,Sexual quality of life (IIEF - overall satisfaction),,SUBGROUP_AND_OVERALL,Spitzer 2012,2012,0.0,0.0,6.69,2.32,0,58,6.92,2.299,0,57,0.0,0.0,49.325757,-0.23,-1.074211,0.614211,
4,4,Sexual quality of life (AMS total),,SUBGROUP_AND_OVERALL,Aliaev 2010,2010,0.0,0.0,30.97,6.37,0,30,36.29,6.52,0,34,0.0,0.0,100.0,-5.32,-8.48209,-2.15791,
4,5,Treatment withdrawal due to adverse events,,SUBGROUP_AND_OVERALL,Buvat 2011,2011,0.0,0.0,0.0,0.0,4,87,0.0,0.0,7,86,0.0,0.0,56.203724,0.56486,0.171538,1.860036,
4,5,Treatment withdrawal due to adverse events,,SUBGROUP_AND_OVERALL,Shabsigh 2004a,2004,0.0,0.0,0.0,0.0,1,39,0.0,0.0,0,36,0.0,0.0,15.563222,2.775,0.11665,66.01504,
4,5,Treatment withdrawal due to adverse events,,SUBGROUP_AND_OVERALL,Spitzer 2012,2012,0.0,0.0,0.0,0.0,4,70,0.0,0.0,1,70,0.0,0.0,28.233054,4.0,0.458487,34.897404,
4,6,Prostate-related events,,SUBGROUP_AND_OVERALL,Aliaev 2010,2010,0.0,0.0,0.0,0.0,0,32,0.0,0.0,0,34,0.0,0.0,,,,,
4,6,Prostate-related events,,SUBGROUP_AND_OVERALL,Buvat 2011,2011,0.0,0.0,0.0,0.0,2,83,0.0,0.0,0,84,0.0,0.0,48.005886,5.059524,0.246577,103.81658,
4,6,Prostate-related events,,SUBGROUP_AND_OVERALL,Spitzer 2012,2012,0.0,0.0,0.0,0.0,4,70,0.0,0.0,0,70,0.0,0.0,51.994114,9.0,0.493644,164.085763,
4,7,"Erectile function (subgroup: metabolic syndrome (MS), conversion to IIEF-EF)",MS: not reported,SUBGROUP_AND_OVERALL,Aliaev 2010,2010,0.0,0.0,22.15,7.06,0,32,20.53,6.8,0,34,0.0,0.0,18.989891,1.62,-1.727818,4.967818,
4,7,"Erectile function (subgroup: metabolic syndrome (MS), conversion to IIEF-EF)",MS: not reported,SUBGROUP_AND_OVERALL,Buvat 2011,2011,0.0,0.0,6.6,6.7,0,83,4.1,6.8,0,84,0.0,0.0,43.527602,2.5,0.452499,4.547501,
4,7,"Erectile function (subgroup: metabolic syndrome (MS), conversion to IIEF-EF)",MS: not reported,SUBGROUP_AND_OVERALL,Spitzer 2012,2012,0.0,0.0,22.06,8.4431,0,58,19.99,8.9321,0,57,0.0,0.0,20.848795,2.07,-1.107778,5.247778,
4,7,"Erectile function (subgroup: metabolic syndrome (MS), conversion to IIEF-EF)",MS: participants with DM,SUBGROUP_AND_OVERALL,Zhong 2013,2013,0.0,0.0,19.85,5.8,0,42,14.05,10.15,0,40,0.0,0.0,16.633712,5.8,2.198508,9.401492,
